duration_in_datapoints,count
898,1
899,1
900,2
901,1
902,2
906,1
911,1
912,1
916,1
919,2
920,2
921,1
922,1
928,2
929,1
930,1
931,1
933,2
936,1
938,3
939,1
943,1
945,2
947,1
949,2
950,1
951,1
953,2
954,1
957,1
958,1
959,1
960,2
961,1
962,1
965,2
966,2
967,1
968,1
971,1
972,1
973,1
975,2
976,1
978,1
980,3
981,1
983,1
984,1
985,1
986,1
996,1
997,1
998,2
1001,1
1002,1
1004,1
1008,1
1010,3
1014,1
1015,1
1019,1
1020,1
1025,1
1028,2
1030,1
1032,1
1034,1
1035,1
1037,1
1038,1
1040,1
1043,1
1044,2
1045,1
1052,1
1054,1
1055,1
1056,1
1060,1
1062,1
1064,1
1067,1
1068,1
1070,2
1071,1
1074,2
1075,3
1077,1
1078,1
1082,1
1089,1
1091,1
1103,2
1105,1
1106,2
1113,3
1119,1
1122,2
1123,1
1128,1
1130,1
1132,2
1135,2
1142,1
1146,1
1148,2
1155,1
1159,2
1161,2
1170,2
1173,1
1174,1
1175,1
1181,1
1182,1
1186,2
1188,1
1189,3
1192,1
1193,1
1199,1
1201,1
1203,1
1205,1
1207,1
1215,1
1217,1
1219,1
1241,1
1243,1
1244,1
1254,2
1257,1
1262,1
1271,1
1274,1
1279,1
1293,1
1297,1
1303,1
1306,1
1309,1
1311,1
1320,1
1321,1
1323,1
1324,1
1330,1
1337,1
1340,1
1348,1
1355,1
1356,1
1362,1
1368,2
1374,1
1382,1
1393,1
1394,1
1395,1
1396,1
1397,1
1398,1
1401,2
1403,1
1419,1
1423,1
1427,1
1433,1
1434,1
1441,1
1442,1
1443,1
1446,1
1449,1
1451,1
1454,1
1462,1
1463,1
1467,1
1478,1
1481,1
1488,1
1502,1
1517,1
1526,1
1530,1
1536,1
1556,1
1570,1
1600,1
1603,1
1604,1
1610,1
1615,1
1626,1
1627,1
1634,1
1635,1
1643,1
1646,1
1655,2
1659,1
1670,1
1673,1
1674,1
1689,2
1691,1
1697,1
1699,1
1738,1
1748,1
1773,1
1784,1
1811,1
1832,1
1855,1
1860,2
1868,1
1876,1
1901,1
1905,1
1939,2
1977,1
1995,1
2005,1
2033,1
2034,1
2072,1
2129,1
2131,1
2145,1
2194,1
2195,1
2204,1
2281,1
2417,1
2454,1
2558,1
2563,1
2650,1
2678,1
2830,1
2870,1
3518,1
4284,1
