Ts,Td,Capacity
45.0,  90.0, 40754.0
45.0,  94.0, 40274.0
45.0, 100.0, 38591.0
45.0, 106.0, 37327.0
45.0, 114.0, 35442.0
45.0, 120.0, 33474.0
50.0,  90.0, 45019.0
50.0,  94.0, 43801.0
50.0, 100.0, 42943.0
50.0, 106.0, 40979.0
50.0, 114.0, 38484.0
50.0, 120.0, 37161.0
55.0,  90.0, 49478.0
55.0,  94.0, 47984.0
55.0, 100.0, 46465.0
55.0, 106.0, 44895.0
55.0, 114.0, 42827.0
55.0, 120.0, 41471.0
