PROYECTO,SUBPROYECTO,DISCIPLINA,ID PROYECTO,ID SUBPROYECTO,ID DISCIPLINA,ANO,NUMERO,NOMBRE,REVISION,FECHA,UBICACION,PAIS
PARQUE SOLAR SANTA CLARA,SUBESTACIÓN SANTA CLARA 138kV,SANITARIA,PS,SESC,CIV,2025,4,Memoria técnica de cálculo de drenaje pluvial,0,MAYO-2025,"GUERRA, SANTO DOMINGO",REPÚBLICA DOMINICANA
PARQUE SOLAR SANTA CLARA,SUBESTACIÓN SANTA CLARA 138kV,SANITARIA,PS,SESC,CIV,2025,5,Memoria de cálculo de diseño hidrosanitario,0,MAYO-2025,"GUERRA, SANTO DOMINGO",REPÚBLICA DOMINICANA
PARQUE SOLAR SANTA CLARA,SUBESTACIÓN SANTA CLARA 138kV,METÁLICA,PS,SESC,CIV,2025,6,Memorias técnicas de cálculo estructura metálica transformadores de instrumentos.,0,MAYO-2025,"GUERRA, SANTO DOMINGO",REPÚBLICA DOMINICANA
PARQUE SOLAR SANTA CLARA,SUBESTACIÓN SANTA CLARA 138kV,METÁLICA,PS,SESC,CIV,2025,7,Memorias técnicas de cálculo estructura metálica pararrayo,0,MAYO-2025,"GUERRA, SANTO DOMINGO",REPÚBLICA DOMINICANA
PARQUE SOLAR SANTA CLARA,SUBESTACIÓN SANTA CLARA 138kV,METÁLICA,PS,SESC,CIV,2025,8,Memorias técnicas de cálculo estructura metálica seccionador ,0,MAYO-2025,"GUERRA, SANTO DOMINGO",REPÚBLICA DOMINICANA
PARQUE SOLAR SANTA CLARA,SUBESTACIÓN SANTA CLARA 138kV,METÁLICA,PS,SESC,CIV,2025,9,Memorias técnicas de cálculo estructura metálica mástil ,0,MAYO-2025,"GUERRA, SANTO DOMINGO",REPÚBLICA DOMINICANA
PARQUE SOLAR SANTA CLARA,SUBESTACIÓN SANTA CLARA 138kV,METÁLICA,PS,SESC,CIV,2025,10,Memorias técnicas de cálculo estructura metálica soporte de media tensión ,0,MAYO-2025,"GUERRA, SANTO DOMINGO",REPÚBLICA DOMINICANA
PARQUE SOLAR SANTA CLARA,SUBESTACIÓN SANTA CLARA 138kV,METÁLICA,PS,SESC,CIV,2025,11,Memorias técnicas de cálculo estructura metálica de Pórtico de Barras,0,MAYO-2025,"GUERRA, SANTO DOMINGO",REPÚBLICA DOMINICANA
PARQUE SOLAR SANTA CLARA,SUBESTACIÓN SANTA CLARA 138kV,METÁLICA,PS,SESC,CIV,2025,12,Memorias técnicas de cálculo estructura metálica PVT,0,MAYO-2025,"GUERRA, SANTO DOMINGO",REPÚBLICA DOMINICANA
PARQUE SOLAR SANTA CLARA,SUBESTACIÓN SANTA CLARA 138kV,OBRA CIVIL,PS,SESC,CIV,2025,13,Memoria de cálculo fundación transformadores de instrumentos,0,MAYO-2025,"GUERRA, SANTO DOMINGO",REPÚBLICA DOMINICANA
PARQUE SOLAR SANTA CLARA,SUBESTACIÓN SANTA CLARA 138kV,OBRA CIVIL,PS,SESC,CIV,2025,14,Memoria de cálculo fundación pararrayo ,0,MAYO-2025,"GUERRA, SANTO DOMINGO",REPÚBLICA DOMINICANA
PARQUE SOLAR SANTA CLARA,SUBESTACIÓN SANTA CLARA 138kV,OBRA CIVIL,PS,SESC,CIV,2025,15,Memoria de cálculo fundación seccionador ,0,MAYO-2025,"GUERRA, SANTO DOMINGO",REPÚBLICA DOMINICANA
PARQUE SOLAR SANTA CLARA,SUBESTACIÓN SANTA CLARA 138kV,OBRA CIVIL,PS,SESC,CIV,2025,16,Memoria de cálculo fundación interruptor ,0,MAYO-2025,"GUERRA, SANTO DOMINGO",REPÚBLICA DOMINICANA
PARQUE SOLAR SANTA CLARA,SUBESTACIÓN SANTA CLARA 138kV,OBRA CIVIL,PS,SESC,CIV,2025,17,Memoria de cálculo fundación PVT ,0,MAYO-2025,"GUERRA, SANTO DOMINGO",REPÚBLICA DOMINICANA
PARQUE SOLAR SANTA CLARA,SUBESTACIÓN SANTA CLARA 138kV,OBRA CIVIL,PS,SESC,CIV,2025,18,Memoria de cálculo fundación mástil ,0,MAYO-2025,"GUERRA, SANTO DOMINGO",REPÚBLICA DOMINICANA
PARQUE SOLAR SANTA CLARA,SUBESTACIÓN SANTA CLARA 138kV,OBRA CIVIL,PS,SESC,CIV,2025,19,Memoria de cálculo fundación transformador de potencia ,0,MAYO-2025,"GUERRA, SANTO DOMINGO",REPÚBLICA DOMINICANA
PARQUE SOLAR SANTA CLARA,SUBESTACIÓN SANTA CLARA 138kV,OBRA CIVIL,PS,SESC,CIV,2025,20,Memoria de cálculo fundación soporte de media tensión,0,MAYO-2025,"GUERRA, SANTO DOMINGO",REPÚBLICA DOMINICANA
PARQUE SOLAR SANTA CLARA,SUBESTACIÓN SANTA CLARA 138kV,OBRA CIVIL,PS,SESC,CIV,2025,21,Memoria de cálculo fundación pórtico,0,MAYO-2025,"GUERRA, SANTO DOMINGO",REPÚBLICA DOMINICANA
PARQUE SOLAR SANTA CLARA,SUBESTACIÓN SANTA CLARA 138kV,OBRA CIVIL,PS,SESC,CIV,2025,22,Memoria de cálculo diseño de vial interno ,0,MAYO-2025,"GUERRA, SANTO DOMINGO",REPÚBLICA DOMINICANA
PARQUE SOLAR SANTA CLARA,SUBESTACIÓN SANTA CLARA 138kV,METÁLICA,PS,SESC,CIV,2025,23,Memorias técnicas de cálculo estructura metálica de Pórtico de Linea,0,MAYO-2025,"GUERRA, SANTO DOMINGO",REPÚBLICA DOMINICANA
